,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_L0,2_test_acc,2_test_loss,5_test_L0_t_103,5_test_acc_t_103,5_test_loss_t_103,5_test_L0_t_104,5_test_acc_t_104,5_test_loss_t_104,5_test_L0_t_105,5_test_acc_t_105,5_test_loss_t_105,5_test_L0_t_108,5_test_acc_t_108,5_test_loss_t_108,5_test_L0_t_109,5_test_acc_t_109,5_test_loss_t_109
13,3.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,,,resnet50,32.0,0.001,-1.0,None,0.0,0.998046875,0.09025653451681137,0.0,0.998046875,0.09025653451681137,,,,,,,,,,,,
14,3.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,104,,,resnet50,32.0,0.001,-1.0,None,0.0,0.2802734375,2.2547104358673096,,,,0.0,0.2802734375,2.2547104358673096,,,,,,,,,
15,3.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,105,,,resnet50,32.0,0.001,-1.0,None,0.0,0.298828125,2.1420605182647705,,,,,,,0.0,0.298828125,2.1420605182647705,,,,,,
16,3.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,108,,,resnet50,32.0,0.001,-1.0,None,0.0,0.99609375,0.10028703510761261,,,,,,,,,,0.0,0.99609375,0.10028703510761261,,,
17,3.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,109,,,resnet50,32.0,0.001,-1.0,None,0.0,0.9931640625,0.10561530292034149,,,,,,,,,,,,,0.0,0.9931640625,0.10561530292034149
18,4.0,1.0,103,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,1.0,5.0,resnet50,64.0,0.001,-1.0,None,,,,,,,,,,,,,,,,,,
19,4.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,,,resnet50,64.0,0.001,-1.0,None,0.0,0.998046875,0.08662259578704834,0.0,0.998046875,0.08662259578704834,,,,,,,,,,,,
20,4.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,104,,,resnet50,64.0,0.001,-1.0,None,0.0,0.4306640625,1.984026312828064,,,,0.0,0.4306640625,1.984026312828064,,,,,,,,,
21,4.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,105,,,resnet50,64.0,0.001,-1.0,None,0.0,0.33964842557907104,2.077906608581543,,,,,,,0.0,0.33964842557907104,2.077906608581543,,,,,,
22,4.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,108,,,resnet50,64.0,0.001,-1.0,None,0.0,0.9990234375,0.06884597986936569,,,,,,,,,,0.0,0.9990234375,0.06884597986936569,,,
23,4.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,109,,,resnet50,64.0,0.001,-1.0,None,0.0,0.98828125,0.13872134685516357,,,,,,,,,,,,,0.0,0.98828125,0.13872134685516357
24,5.0,1.0,103,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,1.0,31.0,resnet50,32.0,0.0001,-1.0,None,,,,,,,,,,,,,,,,,,
25,5.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,,,resnet50,32.0,0.0001,-1.0,None,0.0,0.994140625,0.08932900428771973,0.0,0.994140625,0.08932900428771973,,,,,,,,,,,,
26,5.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,104,,,resnet50,32.0,0.0001,-1.0,None,0.0,0.5302734375,2.233950138092041,,,,0.0,0.5302734375,2.233950138092041,,,,,,,,,
27,5.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,105,,,resnet50,32.0,0.0001,-1.0,None,0.0,0.2529296875,2.128113031387329,,,,,,,0.0,0.2529296875,2.128113031387329,,,,,,
28,5.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,108,,,resnet50,32.0,0.0001,-1.0,None,0.0,0.9931640625,0.0972236767411232,,,,,,,,,,0.0,0.9931640625,0.0972236767411232,,,
29,5.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,109,,,resnet50,32.0,0.0001,-1.0,None,0.0,0.99609375,0.08980043977499008,,,,,,,,,,,,,0.0,0.99609375,0.08980043977499008
30,6.0,1.0,103,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,1.0,80.0,resnet50,64.0,0.0001,-1.0,None,,,,,,,,,,,,,,,,,,
31,6.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,,,resnet50,64.0,0.0001,-1.0,None,0.0,0.998046875,0.10894189029932022,0.0,0.998046875,0.10894189029932022,,,,,,,,,,,,
32,6.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,104,,,resnet50,64.0,0.0001,-1.0,None,0.0,0.4810546934604645,2.1474668979644775,,,,0.0,0.4810546934604645,2.1474668979644775,,,,,,,,,
33,6.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,105,,,resnet50,64.0,0.0001,-1.0,None,0.0,0.29667967557907104,2.0226473808288574,,,,,,,0.0,0.29667967557907104,2.0226473808288574,,,,,,
34,6.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,108,,,resnet50,64.0,0.0001,-1.0,None,0.0,0.9873046875,0.13163116574287415,,,,,,,,,,0.0,0.9873046875,0.13163116574287415,,,
35,6.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,109,,,resnet50,64.0,0.0001,-1.0,None,0.0,0.9990234375,0.10417237132787704,,,,,,,,,,,,,0.0,0.9990234375,0.10417237132787704
36,7.0,1.0,103,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,0.5619999766349792,2.0,resnet50,32.0,1e-05,-1.0,None,,,,,,,,,,,,,,,,,,
37,7.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,,,resnet50,32.0,1e-05,-1.0,None,0.0,0.5517578125,1.0452923774719238,0.0,0.5517578125,1.0452923774719238,,,,,,,,,,,,
38,7.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,104,,,resnet50,32.0,1e-05,-1.0,None,0.0,0.716796875,0.8483642339706421,,,,0.0,0.716796875,0.8483642339706421,,,,,,,,,
39,7.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,105,,,resnet50,32.0,1e-05,-1.0,None,0.0,0.412109375,1.2837965488433838,,,,,,,0.0,0.412109375,1.2837965488433838,,,,,,
40,7.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,108,,,resnet50,32.0,1e-05,-1.0,None,0.0,0.55078125,1.1439292430877686,,,,,,,,,,0.0,0.55078125,1.1439292430877686,,,
41,7.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,109,,,resnet50,32.0,1e-05,-1.0,None,0.0,0.201171875,1.442657232284546,,,,,,,,,,,,,0.0,0.201171875,1.442657232284546
42,8.0,1.0,103,,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,0.5540000200271606,2.0,resnet50,64.0,1e-05,-1.0,None,,,,,,,,,,,,,,,,,,
43,8.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,103,,,resnet50,64.0,1e-05,-1.0,None,0.0,0.5277343988418579,1.082805871963501,0.0,0.5277343988418579,1.082805871963501,,,,,,,,,,,,
44,8.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,104,,,resnet50,64.0,1e-05,-1.0,None,0.0,0.7060546875,0.8923392295837402,,,,0.0,0.7060546875,0.8923392295837402,,,,,,,,,
45,8.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,105,,,resnet50,64.0,1e-05,-1.0,None,0.0,0.4222656190395355,1.2586393356323242,,,,,,,0.0,0.4222656190395355,1.2586393356323242,,,,,,
46,8.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,108,,,resnet50,64.0,1e-05,-1.0,None,0.0,0.5390625,1.1552534103393555,,,,,,,,,,0.0,0.5390625,1.1552534103393555,,,
47,8.0,0.0,103,None,/gpfs/data/epavlick/mlepori/projects/Compositional_Subnetworks/Models/resnet50/ConIn_Training/,CNN,0.0,CVRTDataModule,109,,,resnet50,64.0,1e-05,-1.0,None,0.0,0.21757812798023224,1.4341027736663818,,,,,,,,,,,,,0.0,0.21757812798023224,1.4341027736663818
